Noncandidate Committee Name,Candidate Name,CC Reg No,Candidate Committee Name,Date,Amount,Non-Monetary (Yes or No),Reg No,Election Period,Office,District,County,Party
Outrigger Enterprise Inc. PAC,"Keohokalole, Jarrett",CC11056,Friends of Jarrett Keohokalole,07/28/2015,$200.00,N,NC20609,2014-2016,House,48,,Democrat
Outrigger Enterprise Inc. PAC,"Keohokalole, Jarrett",CC11056,Friends of Jarrett Keohokalole,07/07/2016,$200.00,N,NC20609,2014-2016,House,48,,Democrat
Outrigger Enterprise Inc. PAC,"Kidani, Michelle",CC10494,Friends of Michelle Kidani,07/28/2015,$200.00,N,NC20609,2014-2016,Senate,18,,Democrat
Outrigger Enterprise Inc. PAC,"Kidani, Michelle",CC10494,Friends of Michelle Kidani,07/07/2016,$500.00,N,NC20609,2014-2016,Senate,18,,Democrat
Outrigger Enterprise Inc. PAC,"Kouchi, Ron",CC10226,Kouchi for Senate,07/28/2015,$1000.00,N,NC20609,2014-2016,Senate,8,,Democrat
Outrigger Enterprise Inc. PAC,"Kouchi, Ron",CC10226,Kouchi for Senate,07/07/2016,$1500.00,N,NC20609,2014-2016,Senate,8,,Democrat
Outrigger Enterprise Inc. PAC,"Kualii, KipuKai",CC10353,KUALI`I for Kaua`i,07/28/2015,$200.00,N,NC20609,2014-2016,Kauai Council,At-Large,Kauai,Democrat
Outrigger Enterprise Inc. PAC,"Kualii, KipuKai",CC10353,KUALI`I for Kaua`i,07/07/2016,$200.00,N,NC20609,2014-2016,Kauai Council,At-Large,Kauai,Democrat
Outrigger Enterprise Inc. PAC,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,07/28/2015,$200.00,N,NC20609,2014-2016,House,41,,Democrat
Outrigger Enterprise Inc. PAC,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,07/07/2016,$200.00,N,NC20609,2014-2016,House,41,,Democrat
Outrigger Enterprise Inc. PAC,"Kim, Donna",CC10254,Friends of Donna Mercado Kim,07/28/2015,$500.00,N,NC20609,2014-2016,Senate,14,,Democrat
Outrigger Enterprise Inc. PAC,"Kim, Donna",CC10254,Friends of Donna Mercado Kim,07/15/2016,$500.00,N,NC20609,2014-2016,Senate,14,,Democrat
Outrigger Enterprise Inc. PAC,"Lee, Christopher",CC10395,Friends of Chris Lee,07/07/2016,$200.00,N,NC20609,2014-2016,House,51,,Democrat
Outrigger Enterprise Inc. PAC,"Lee, Christopher",CC10395,Friends of Chris Lee,07/28/2015,$200.00,N,NC20609,2014-2016,House,51,,Democrat
Outrigger Enterprise Inc. PAC,"Lowen, Nicole",CC10861,Friends of Nicole Lowen,07/28/2015,$200.00,N,NC20609,2014-2016,House,6,,Democrat
Outrigger Enterprise Inc. PAC,"Luke, Sylvia",CC10186,Friends of Sylvia Luke,07/28/2015,$1000.00,N,NC20609,2014-2016,House,25,,Democrat
Outrigger Enterprise Inc. PAC,"Luke, Sylvia",CC10186,Friends of Sylvia Luke,07/07/2016,$1000.00,N,NC20609,2014-2016,House,25,,Democrat
Outrigger Enterprise Inc. PAC,"Martin, Ernest",CC10568,Friends of Ernie Martin,07/07/2016,$2000.00,N,NC20609,2014-2016,Honolulu Council,2,Honolulu,Democrat
Outrigger Enterprise Inc. PAC,"Matsumoto, Lauren",CC10863,Friends of Lauren Matsumoto,07/28/2015,$200.00,N,NC20609,2014-2016,House,45,,Republican
Outrigger Enterprise Inc. PAC,"Matsumoto, Lauren",CC10863,Friends of Lauren Matsumoto,07/07/2016,$200.00,N,NC20609,2014-2016,House,45,,Republican
Outrigger Enterprise Inc. PAC,"McDermott, Bob",CC10923,Bob McDermott for State House,07/28/2015,$200.00,N,NC20609,2014-2016,House,40,,Republican
Outrigger Enterprise Inc. PAC,"McDermott, Bob",CC10923,Bob McDermott for State House,07/07/2016,$200.00,N,NC20609,2014-2016,House,40,,Republican
Outrigger Enterprise Inc. PAC,"McKelvey, Angus",CC10264,McKelvey for House,07/07/2016,$1000.00,N,NC20609,2014-2016,House,10,,Democrat
Outrigger Enterprise Inc. PAC,"Menor, Ron",CC10158,Friends for Menor,07/28/2015,$1000.00,N,NC20609,2014-2016,Honolulu Council,9,Honolulu,Democrat
Outrigger Enterprise Inc. PAC,"Menor, Ron",CC10158,Friends for Menor,07/07/2016,$1500.00,N,NC20609,2014-2016,Honolulu Council,9,Honolulu,Democrat
Outrigger Enterprise Inc. PAC,"Morikawa, Daynette",CC10631,Friends of D. Morikawa,07/28/2015,$200.00,N,NC20609,2014-2016,House,16,,Democrat
Outrigger Enterprise Inc. PAC,"Morikawa, Daynette",CC10631,Friends of D. Morikawa,07/07/2016,$200.00,N,NC20609,2014-2016,House,16,,Democrat
Outrigger Enterprise Inc. PAC,"Nakashima, Mark",CC10352,Friends of Mark Nakashima,07/07/2016,$200.00,N,NC20609,2014-2016,House,1,,Democrat
Outrigger Enterprise Inc. PAC,"Nishihara, Clarence",CC10159,Friends of Clarence Nishihara,07/28/2015,$200.00,N,NC20609,2014-2016,Senate,17,,Democrat
Outrigger Enterprise Inc. PAC,"Nishihara, Clarence",CC10159,Friends of Clarence Nishihara,07/07/2016,$200.00,N,NC20609,2014-2016,Senate,17,,Democrat
Outrigger Enterprise Inc. PAC,"Mizuno, John",CC10241,Friends of John Mizuno,07/28/2015,$500.00,N,NC20609,2014-2016,House,28,,Democrat
Outrigger Enterprise Inc. PAC,"Onishi, Dennis",CC10373,"Friends for Dennis ""Fresh"" Onishi",07/28/2015,$200.00,N,NC20609,2014-2016,Senate,1,,Democrat
Outrigger Enterprise Inc. PAC,"Oshiro, Marcus",CC10191,Friends of Marcus R. Oshiro,07/28/2015,$500.00,N,NC20609,2014-2016,House,46,,Democrat
Outrigger Enterprise Inc. PAC,"Oshiro, Marcus",CC10191,Friends of Marcus R. Oshiro,07/07/2016,$500.00,N,NC20609,2014-2016,House,46,,Democrat
Outrigger Enterprise Inc. PAC,"Ozawa, Trevor",CC11006,Friends of Trevor Ozawa,07/28/2015,$1000.00,N,NC20609,2014-2016,Honolulu Council,4,Honolulu,Non-Partisan
Outrigger Enterprise Inc. PAC,"Ozawa, Trevor",CC11006,Friends of Trevor Ozawa,07/07/2016,$1000.00,N,NC20609,2014-2016,Honolulu Council,4,Honolulu,Non-Partisan
Outrigger Enterprise Inc. PAC,"Pine, Kymberly",CC10295,Friends of Kymberly Pine,07/28/2015,$1000.00,N,NC20609,2014-2016,Honolulu Council,1,Honolulu,Republican
Outrigger Enterprise Inc. PAC,"Pine, Kymberly",CC10295,Friends of Kymberly Pine,07/07/2016,$1000.00,N,NC20609,2014-2016,Honolulu Council,1,Honolulu,Republican
Outrigger Enterprise Inc. PAC,"Pouha, Feki",CC11013,Friends of Feki Pouha,07/07/2016,$200.00,N,NC20609,2014-2016,House,47,,Republican
Outrigger Enterprise Inc. PAC,"Rhoads, Karl",CC10195,Friends of Karl Rhoads,07/28/2015,$200.00,N,NC20609,2014-2016,Senate,13,,Democrat
Outrigger Enterprise Inc. PAC,"Rhoads, Karl",CC10195,Friends of Karl Rhoads,07/07/2016,$1000.00,N,NC20609,2014-2016,Senate,13,,Democrat
Outrigger Enterprise Inc. PAC,"Riviere, Gil",CC10386,Friends for Gil Riviere,07/28/2015,$200.00,N,NC20609,2014-2016,Senate,23,,Democrat
Outrigger Enterprise Inc. PAC,"Riviere, Gil",CC10386,Friends for Gil Riviere,07/07/2016,$200.00,N,NC20609,2014-2016,Senate,23,,Democrat
Outrigger Enterprise Inc. PAC,"Saiki, Scott",CC10197,Friends of Scott Saiki,07/28/2015,$1000.00,N,NC20609,2014-2016,House,26,,Democrat
Outrigger Enterprise Inc. PAC,"Saiki, Scott",CC10197,Friends of Scott Saiki,07/07/2016,$1000.00,N,NC20609,2014-2016,House,26,,Democrat
Outrigger Enterprise Inc. PAC,"San Buenaventura, Joy",CC11014,Friends of Joy San Buenaventura,07/28/2015,$200.00,N,NC20609,2014-2016,House,4,,Democrat
Outrigger Enterprise Inc. PAC,"San Buenaventura, Joy",CC11014,Friends of Joy San Buenaventura,07/07/2016,$200.00,N,NC20609,2014-2016,House,4,,Democrat
Outrigger Enterprise Inc. PAC,"Onishi, Richard",CC10965,Friends for Richard Onishi,07/07/2016,$200.00,N,NC20609,2014-2016,House,3,,Democrat
Outrigger Enterprise Inc. PAC,"Rapozo, Melvin",CC10193,Friends of Mel Rapozo,07/07/2016,$200.00,N,NC20609,2014-2016,Kauai Council,At-Large,Kauai,Democrat
Outrigger Enterprise Inc. PAC,"Shimabukuro, Maile",CC10201,Friends of Maile Shimabukuro,07/28/2015,$200.00,N,NC20609,2014-2016,Senate,21,,Democrat
Outrigger Enterprise Inc. PAC,"Shimabukuro, Maile",CC10201,Friends of Maile Shimabukuro,07/07/2016,$200.00,N,NC20609,2014-2016,Senate,21,,Democrat
Outrigger Enterprise Inc. PAC,"Souki, Joseph",CC10259,Friends of Joseph Souki,07/28/2015,$1000.00,N,NC20609,2014-2016,House,8,,Democrat
Outrigger Enterprise Inc. PAC,"Souki, Joseph",CC10259,Friends of Joseph Souki,07/07/2016,$1000.00,N,NC20609,2014-2016,House,8,,Democrat
Outrigger Enterprise Inc. PAC,"Tokuda, Jill",CC10282,Friends of Jill Tokuda,07/28/2015,$1000.00,N,NC20609,2014-2016,Senate,24,,Democrat
Outrigger Enterprise Inc. PAC,"Tokuda, Jill",CC10282,Friends of Jill Tokuda,07/07/2016,$1000.00,N,NC20609,2014-2016,Senate,24,,Democrat
Outrigger Enterprise Inc. PAC,"Tsutsui, Shan",CC10238,Shan's Friends,07/28/2015,$1000.00,N,NC20609,2014-2016,Lt. Governor,,,Democrat
Outrigger Enterprise Inc. PAC,"Taniguchi, Brian",CC10204,Friends for Brian Taniguchi,07/07/2016,$500.00,N,NC20609,2014-2016,Senate,11,,Democrat
Outrigger Enterprise Inc. PAC,"Taniguchi, Brian",CC10204,Friends for Brian Taniguchi,07/28/2015,$500.00,N,NC20609,2014-2016,Senate,11,,Democrat
Outrigger Enterprise Inc. PAC,"Slom, Sam",CC10287,Friends for Sam Slom,07/28/2015,$1000.00,N,NC20609,2014-2016,Senate,9,,Republican
Outrigger Enterprise Inc. PAC,"Slom, Sam",CC10287,Friends for Sam Slom,07/07/2016,$1000.00,N,NC20609,2014-2016,Senate,9,,Republican
Outrigger Enterprise Inc. PAC,"Sugimura, Yuki",CC11185,Friends of Yuki Lei Sugimura,07/07/2016,$500.00,N,NC20609,2014-2016,Maui Council,Upcountry,Maui,Democrat
Outrigger Enterprise Inc. PAC,"Tokioka, James",CC10278,Friends of James Kunane Tokioka,07/07/2016,$500.00,N,NC20609,2014-2016,House,15,,Democrat
Outrigger Enterprise Inc. PAC,"Takayama, Gregg",CC10914,Friends of Gregg Takayama,07/28/2015,$200.00,N,NC20609,2014-2016,House,34,,Democrat
Outrigger Enterprise Inc. PAC,"Takumi, Roy",CC10246,Friends of Roy Takumi,07/07/2016,$200.00,N,NC20609,2014-2016,House,35,,Democrat
Outrigger Enterprise Inc. PAC,"Takayama, Gregg",CC10914,Friends of Gregg Takayama,07/07/2016,$200.00,N,NC20609,2014-2016,House,34,,Democrat
Outrigger Enterprise Inc. PAC,"Tsuji, Clifton",CC10217,Friends of Clift Tsuji,07/28/2015,$200.00,N,NC20609,2014-2016,House,2,,Democrat
Outrigger Enterprise Inc. PAC,"Tsuji, Clifton",CC10217,Friends of Clift Tsuji,07/07/2016,$200.00,N,NC20609,2014-2016,House,2,,Democrat
Outrigger Enterprise Inc. PAC,"Tsutsui, Shan",CC10238,Shan's Friends,07/07/2016,$1000.00,N,NC20609,2014-2016,Lt. Governor,,,Democrat
Outrigger Enterprise Inc. PAC,"Victorino, Michael",CC10248,Friends to Elect Michael Victorino,07/28/2015,$200.00,N,NC20609,2014-2016,Maui Council,Wailuku,Maui,Non-Partisan
Outrigger Enterprise Inc. PAC,"White, Michael",CC10669,Friends of Mike White,07/28/2015,$500.00,N,NC20609,2014-2016,Maui Council,Makawao,Maui,Non-Partisan
Outrigger Enterprise Inc. PAC,"White, Michael",CC10669,Friends of Mike White,07/07/2016,$500.00,N,NC20609,2014-2016,Maui Council,Makawao,Maui,Non-Partisan
Outrigger Enterprise Inc. PAC,"Yamane, Ryan",CC10235,Friends of Ryan Yamane,07/28/2015,$500.00,N,NC20609,2014-2016,House,37,,Democrat
Outrigger Enterprise Inc. PAC,"Yamane, Ryan",CC10235,Friends of Ryan Yamane,07/07/2016,$500.00,N,NC20609,2014-2016,House,37,,Democrat
Outrigger Enterprise Inc. PAC,"Yamashita, Kyle",CC10232,Good Friends of Kyle Yamashita,07/28/2015,$500.00,N,NC20609,2014-2016,House,12,,Democrat
Outrigger Enterprise Inc. PAC,"Yamashita, Kyle",CC10232,Good Friends of Kyle Yamashita,07/07/2016,$500.00,N,NC20609,2014-2016,House,12,,Democrat
Outrigger Enterprise Inc. PAC,"Yukimura, JoAnn",CC10262,JoAnn Yukimura's Many Friends,07/28/2015,$200.00,N,NC20609,2014-2016,Kauai Council,At-Large,Kauai,Democrat
Outrigger Enterprise Inc. PAC,"Yukimura, JoAnn",CC10262,JoAnn Yukimura's Many Friends,07/07/2016,$200.00,N,NC20609,2014-2016,Kauai Council,At-Large,Kauai,Democrat
Outrigger Enterprise Inc. PAC,"Tupola, Andria",CC10995,Friends of Andria Tupola,07/07/2016,$200.00,N,NC20609,2014-2016,House,43,,Republican
Outrigger Enterprise Inc. PAC,"Ward, Gene",CC10209,Friends of Gene Ward,07/28/2015,$200.00,N,NC20609,2014-2016,House,17,,Republican
Pacific Links US Services,"Jordan, Jo",CC10803,Friends of Jo Jordan,05/11/2016,$200.00,N,NC20615,2014-2016,House,44,,Democrat
Pacific Links US Services,"Kidani, Michelle",CC10494,Friends of Michelle Kidani,05/29/2016,$500.00,N,NC20615,2014-2016,Senate,18,,Democrat
Pacific Links US Services,"Luke, Sylvia",CC10186,Friends of Sylvia Luke,12/21/2015,$500.00,N,NC20615,2014-2016,House,25,,Democrat
Pacific Links US Services,"Menor, Ron",CC10158,Friends for Menor,10/28/2015,$1000.00,N,NC20615,2014-2016,Honolulu Council,9,Honolulu,Democrat
Pacific Links US Services,"Pine, Kymberly",CC10295,Friends of Kymberly Pine,06/08/2016,$1000.00,N,NC20615,2014-2016,Honolulu Council,1,Honolulu,Republican
Pacific Links US Services,"Shimabukuro, Maile",CC10201,Friends of Maile Shimabukuro,05/05/2016,$200.00,N,NC20615,2014-2016,Senate,21,,Democrat
Pacific Links US Services,"Kim, Donna",CC10254,Friends of Donna Mercado Kim,05/04/2016,$200.00,N,NC20615,2014-2016,Senate,14,,Democrat
Pacific Links US Services,"DeCoite, Lynn",CC11179,Friends of Lynn DeCoite,05/06/2015,$200.00,N,NC20615,2014-2016,House,13,,Democrat
Painters Local Union 1791 PAC,"Aquino, Henry",CC10375,Friends of Henry Aquino,03/28/2016,$250.00,N,NC20128,2014-2016,House,38,,Democrat
Painters Local Union 1791 PAC,"Caldwell, Kirk",CC10224,Caldwell for Mayor,05/31/2016,$4000.00,N,NC20128,2014-2016,Mayor,,Honolulu,Non-Partisan
Painters Local Union 1791 PAC,"Dela Cruz, Donovan",CC10171,Friends for Donovan Dela Cruz,01/16/2016,$500.00,N,NC20128,2014-2016,Senate,22,,Democrat
Painters Local Union 1791 PAC,"Dela Cruz, Donovan",CC10171,Friends for Donovan Dela Cruz,06/15/2016,$3500.00,N,NC20128,2014-2016,Senate,22,,Democrat
Painters Local Union 1791 PAC,"Eli, Stacelynn",CC11184,Friends of Stacelynn Eli,06/15/2016,$2000.00,N,NC20128,2014-2016,House,43,,Democrat
Painters Local Union 1791 PAC,"Gonce, Randy",CC11247,Friends of Randy Gonce,07/22/2016,$250.00,N,NC20128,2014-2016,House,40,,Democrat
Painters Local Union 1791 PAC,"Johanson, Aaron",CC10612,Friends of Aaron Johanson,03/28/2016,$100.00,N,NC20128,2014-2016,House,31,,Democrat
Painters Local Union 1791 PAC,"Kahele, Kaialii",CC11209,Friends of Kaiali'i Kahele,06/15/2016,$2000.00,N,NC20128,2014-2016,Senate,1,,Democrat
Painters Local Union 1791 PAC,"Keith-Agaran, Gilbert",CC10537,Friends of Gil Keith-Agaran,01/16/2016,$500.00,N,NC20128,2014-2016,Senate,5,,Democrat
Painters Local Union 1791 PAC,"Keohokalole, Jarrett",CC11056,Friends of Jarrett Keohokalole,01/16/2016,$250.00,N,NC20128,2014-2016,House,48,,Democrat
Painters Local Union 1791 PAC,"Kouchi, Ron",CC10226,Kouchi for Senate,01/16/2016,$4000.00,N,NC20128,2014-2016,Senate,8,,Democrat
Painters Local Union 1791 PAC,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,01/16/2016,$250.00,N,NC20128,2014-2016,House,41,,Democrat
Painters Local Union 1791 PAC,"Luke, Sylvia",CC10186,Friends of Sylvia Luke,03/28/2016,$1000.00,N,NC20128,2014-2016,House,25,,Democrat
Painters Local Union 1791 PAC,"Menor, Ron",CC10158,Friends for Menor,08/17/2015,$1000.00,N,NC20128,2014-2016,Honolulu Council,9,Honolulu,Democrat
Painters Local Union 1791 PAC,"Menor, Ron",CC10158,Friends for Menor,07/05/2016,$1000.00,N,NC20128,2014-2016,Honolulu Council,9,Honolulu,Democrat
Painters Local Union 1791 PAC,"Nakashima, Mark",CC10352,Friends of Mark Nakashima,01/16/2016,$250.00,N,NC20128,2014-2016,House,1,,Democrat
Painters Local Union 1791 PAC,"Nakashima, Mark",CC10352,Friends of Mark Nakashima,03/28/2016,$250.00,N,NC20128,2014-2016,House,1,,Democrat
Painters Local Union 1791 PAC,"Ozawa, Trevor",CC11006,Friends of Trevor Ozawa,11/17/2014,$500.00,N,NC20128,2014-2016,Honolulu Council,4,Honolulu,Non-Partisan
Painters Local Union 1791 PAC,"Rhoads, Karl",CC10195,Friends of Karl Rhoads,01/16/2016,$250.00,N,NC20128,2014-2016,Senate,13,,Democrat
Painters Local Union 1791 PAC,"Yamane, Ryan",CC10235,Friends of Ryan Yamane,03/25/2015,$100.00,N,NC20128,2014-2016,House,37,,Democrat
Painters Local Union 1791 PAC,"Yamane, Ryan",CC10235,Friends of Ryan Yamane,03/28/2016,$1000.00,N,NC20128,2014-2016,House,37,,Democrat
Patsy T. Mink PAC,"Eli, Stacelynn",CC11184,Friends of Stacelynn Eli,07/05/2016,$2000.00,N,NC20132,2014-2016,House,43,,Democrat
Patsy T. Mink PAC,"Evans, Cindy",CC10236,Cindy Evans for State Representative,06/16/2016,$2000.00,N,NC20132,2014-2016,House,7,,Democrat
Patsy T. Mink PAC,"Dionne, Valerie",CC11316,Friends for Valerie Dionne,07/15/2016,$500.00,N,NC20132,2014-2016,House,29,,Democrat
Patsy T. Mink PAC,"Jordan, Jo",CC10803,Friends of Jo Jordan,07/05/2016,$2000.00,N,NC20132,2014-2016,House,44,,Democrat
Patsy T. Mink PAC,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,06/16/2016,$2000.00,N,NC20132,2014-2016,House,12,,Democrat
Patsy T. Mink PAC,"Lowen, Nicole",CC10861,Friends of Nicole Lowen,06/16/2016,$2000.00,N,NC20132,2014-2016,House,6,,Democrat
Patsy T. Mink PAC,"Luke, Sylvia",CC10186,Friends of Sylvia Luke,06/16/2016,$2000.00,N,NC20132,2014-2016,House,25,,Democrat
Patsy T. Mink PAC,"Morikawa, Daynette",CC10631,Friends of D. Morikawa,06/16/2016,$2000.00,N,NC20132,2014-2016,House,16,,Democrat
Patsy T. Mink PAC,"San Buenaventura, Joy",CC11014,Friends of Joy San Buenaventura,07/05/2016,$2000.00,N,NC20132,2014-2016,House,4,,Democrat
Pfizer Inc.,"Baker, Rosalyn",CC10135,Friends of Rosalyn Baker,09/18/2015,$1000.00,N,NC20251,2014-2016,Senate,6,,Democrat
Pfizer Inc.,"Creagan, Richard",CC11027,Friends of Richard Creagan,09/18/2015,$250.00,N,NC20251,2014-2016,House,5,,Democrat
Pfizer Inc.,"Dela Cruz, Donovan",CC10171,Friends for Donovan Dela Cruz,09/18/2015,$100.00,N,NC20251,2014-2016,Senate,22,,Democrat
Pfizer Inc.,"English, Kalani",CC10140,J. Kalani English Election Committee,09/18/2015,$100.00,N,NC20251,2014-2016,Senate,7,,Democrat
Pfizer Inc.,"Fukumoto, Beth",CC10645,Friends of Beth Fukumoto,09/18/2015,$100.00,N,NC20251,2014-2016,House,36,,Republican
Pfizer Inc.,"Chun Oakland, Suzanne",CC10169,Friends for Suzanne Chun Oakland,09/18/2015,$250.00,N,NC20251,2014-2016,Senate,13,,Democrat
Pfizer Inc.,"Green, Josh",CC10174,Friends of Josh Green,09/18/2015,$500.00,N,NC20251,2014-2016,Senate,3,,Democrat
Pfizer Inc.,"Keith-Agaran, Gilbert",CC10537,Friends of Gil Keith-Agaran,09/18/2015,$250.00,N,NC20251,2014-2016,Senate,5,,Democrat
Pfizer Inc.,"Kidani, Michelle",CC10494,Friends of Michelle Kidani,09/18/2015,$250.00,N,NC20251,2014-2016,Senate,18,,Democrat
Pfizer Inc.,"Kouchi, Ron",CC10226,Kouchi for Senate,09/24/2015,$500.00,N,NC20251,2014-2016,Senate,8,,Democrat
Pfizer Inc.,"Luke, Sylvia",CC10186,Friends of Sylvia Luke,09/18/2015,$500.00,N,NC20251,2014-2016,House,25,,Democrat
Pfizer Inc.,"McKelvey, Angus",CC10264,McKelvey for House,09/18/2015,$500.00,N,NC20251,2014-2016,House,10,,Democrat
Pfizer Inc.,"Morikawa, Daynette",CC10631,Friends of D. Morikawa,09/18/2015,$250.00,N,NC20251,2014-2016,House,16,,Democrat
Pfizer Inc.,"Rhoads, Karl",CC10195,Friends of Karl Rhoads,09/18/2015,$250.00,N,NC20251,2014-2016,Senate,13,,Democrat
Pfizer Inc.,"Saiki, Scott",CC10197,Friends of Scott Saiki,09/18/2015,$250.00,N,NC20251,2014-2016,House,26,,Democrat
Pfizer Inc.,"San Buenaventura, Joy",CC11014,Friends of Joy San Buenaventura,09/18/2015,$100.00,N,NC20251,2014-2016,House,4,,Democrat
Pfizer Inc.,"Nishimoto, Scott",CC10190,Friends of Scott Nishimoto,09/18/2015,$150.00,N,NC20251,2014-2016,House,21,,Democrat
Pfizer Inc.,"Souki, Joseph",CC10259,Friends of Joseph Souki,09/18/2015,$500.00,N,NC20251,2014-2016,House,8,,Democrat
Pfizer Inc.,"Tokuda, Jill",CC10282,Friends of Jill Tokuda,09/24/2015,$500.00,N,NC20251,2014-2016,Senate,24,,Democrat
Pfizer Inc.,"Woodson, Justin",CC10993,Friends of Justin H. Woodson,09/18/2015,$100.00,N,NC20251,2014-2016,House,9,,Democrat
Pfizer Inc.,"Yamane, Ryan",CC10235,Friends of Ryan Yamane,09/18/2015,$150.00,N,NC20251,2014-2016,House,37,,Democrat
Plumbers & Pipefitters Political Action Committee,"Anderson, Ikaika",CC10472,Friends of J. Ikaika Anderson,06/23/2016,$1000.00,N,NC20134,2014-2016,Honolulu Council,3,Honolulu,Non-Partisan
Plumbers & Pipefitters Political Action Committee,"Aquino, Henry",CC10375,Friends of Henry Aquino,03/27/2015,$500.00,N,NC20134,2014-2016,House,38,,Democrat
Plumbers & Pipefitters Political Action Committee,"Aquino, Henry",CC10375,Friends of Henry Aquino,03/24/2016,$500.00,N,NC20134,2014-2016,House,38,,Democrat
Plumbers & Pipefitters Political Action Committee,"Aquino, Henry",CC10375,Friends of Henry Aquino,04/07/2016,$1000.00,N,NC20134,2014-2016,House,38,,Democrat
Plumbers & Pipefitters Political Action Committee,"Choy, Isaac",CC10504,Friends For Isaac W. Choy,03/14/2016,$250.00,N,NC20134,2014-2016,House,23,,Democrat
Plumbers & Pipefitters Political Action Committee,"Chang, Stanley",CC10525,Friends of Stanley Chang,06/21/2016,$1000.00,N,NC20134,2014-2016,Senate,9,,Democrat
Plumbers & Pipefitters Political Action Committee,"Creagan, Richard",CC11027,Friends of Richard Creagan,03/11/2015,$250.00,N,NC20134,2014-2016,House,5,,Democrat
Plumbers & Pipefitters Political Action Committee,"Cullen, Ty",CC10466,Friends of Ty  Cullen,03/27/2015,$1000.00,N,NC20134,2014-2016,House,39,,Democrat
Plumbers & Pipefitters Political Action Committee,"Cullen, Ty",CC10466,Friends of Ty  Cullen,02/24/2016,$1000.00,N,NC20134,2014-2016,House,39,,Democrat
Plumbers & Pipefitters Political Action Committee,"Dela Cruz, Donovan",CC10171,Friends for Donovan Dela Cruz,02/10/2015,$1000.00,N,NC20134,2014-2016,Senate,22,,Democrat
Plumbers & Pipefitters Political Action Committee,"Dela Cruz, Donovan",CC10171,Friends for Donovan Dela Cruz,02/23/2016,$1000.00,N,NC20134,2014-2016,Senate,22,,Democrat
Plumbers & Pipefitters Political Action Committee,"Djou, Charles",CC11312,DJOU FOR MAYOR,06/21/2016,$4000.00,N,NC20134,2014-2016,Mayor,,Honolulu,Non-Partisan
Plumbers & Pipefitters Political Action Committee,"Elefante, Brandon",CC10996,Friends of Brandon Elefante,06/23/2016,$500.00,N,NC20134,2014-2016,Honolulu Council,8,Honolulu,Non-Partisan
Plumbers & Pipefitters Political Action Committee,"English, Kalani",CC10140,J. Kalani English Election Committee,04/08/2015,$2000.00,N,NC20134,2014-2016,Senate,7,,Democrat
Plumbers & Pipefitters Political Action Committee,"English, Kalani",CC10140,J. Kalani English Election Committee,03/23/2016,$2000.00,N,NC20134,2014-2016,Senate,7,,Democrat
Plumbers & Pipefitters Political Action Committee,"Evans, Cindy",CC10236,Cindy Evans for State Representative,04/14/2015,$500.00,N,NC20134,2014-2016,House,7,,Democrat
Plumbers & Pipefitters Political Action Committee,"Fukumoto, Beth",CC10645,Friends of Beth Fukumoto,06/21/2016,$500.00,N,NC20134,2014-2016,House,36,,Republican
Plumbers & Pipefitters Political Action Committee,"Fukunaga, Carol",CC10284,Fukunaga For Council,03/13/2015,$1000.00,N,NC20134,2014-2016,Honolulu Council,6,Honolulu,Democrat
Plumbers & Pipefitters Political Action Committee,"Fukunaga, Carol",CC10284,Fukunaga For Council,06/23/2016,$1000.00,N,NC20134,2014-2016,Honolulu Council,6,Honolulu,Democrat
Plumbers & Pipefitters Political Action Committee,"Gabbard, Mike",CC10279,Mike Gabbard - State Senate,01/13/2016,$2000.00,N,NC20134,2014-2016,Senate,20,,Democrat
Plumbers & Pipefitters Political Action Committee,"Har, Sharon",CC10243,Friends of Sharon Har,04/23/2015,$250.00,N,NC20134,2014-2016,House,42,,Democrat
Plumbers & Pipefitters Political Action Committee,"Har, Sharon",CC10243,Friends of Sharon Har,03/14/2016,$500.00,N,NC20134,2014-2016,House,42,,Democrat
Plumbers & Pipefitters Political Action Committee,"Ichiyama, Linda",CC10561,Friends of Linda Ichiyama,03/11/2015,$250.00,N,NC20134,2014-2016,House,32,,Democrat
Plumbers & Pipefitters Political Action Committee,"Ilagan, Greggor",CC10819,Friends of Greggor,10/22/2015,$500.00,N,NC20134,2014-2016,Senate,2,,Democrat
Plumbers & Pipefitters Political Action Committee,"Ito, Ken",CC10180,Friends of Ken Ito,04/23/2015,$500.00,N,NC20134,2014-2016,House,49,,Democrat
Plumbers & Pipefitters Political Action Committee,"Ito, Ken",CC10180,Friends of Ken Ito,03/14/2016,$500.00,N,NC20134,2014-2016,House,49,,Democrat
Plumbers & Pipefitters Political Action Committee,"Johanson, Aaron",CC10612,Friends of Aaron Johanson,03/11/2015,$250.00,N,NC20134,2014-2016,House,31,,Democrat
Plumbers & Pipefitters Political Action Committee,"Johanson, Aaron",CC10612,Friends of Aaron Johanson,09/30/2015,$500.00,N,NC20134,2014-2016,House,31,,Democrat
Plumbers & Pipefitters Political Action Committee,"Jordan, Jo",CC10803,Friends of Jo Jordan,04/23/2015,$250.00,N,NC20134,2014-2016,House,44,,Democrat
